ticker,zacks_x_ind_desc,comp_name,comp_name_2,country_code,market_val,pe_ratio_12m,price_per_sales,price_book,div_yield,cons_recom_curr,held_by_insiders_pct,held_by_institutions_pct,link,sector
CSX,Transportation - Rail,csx,CSX,United States,67697.56,17.6,4.65,5.25,1.24,2.05,0.37,72.91,<a href='https://www.macrotrends.net/stocks/charts/CSX/csx/stock-price-history'>CSX (CSX)</a>,Transportation
NSC,Transportation - Rail,norfolk-southern,Norfolk Southern,United States,59219.02,18.81,4.79,4.55,1.94,2.5,0.31,72.98,<a href='https://www.macrotrends.net/stocks/charts/NSC/norfolk-southern/stock-price-history'>Norfolk Southern (NSC)</a>,Transportation
USDP,Transportation - Rail,usd-partners-lp,USD Partners LP,United States,110.16,5.24,0.97,0,14.97,0,2.6,8.43,<a href='https://www.macrotrends.net/stocks/charts/USDP/usd-partners-lp/stock-price-history'>USD Partners LP (USDP)</a>,Transportation
RVSN,Transportation - Rail,rail-vision,Rail Vision,Israel,21.14,0,0,1.99,0,0,0,1.67,<a href='https://www.macrotrends.net/stocks/charts/RVSN/rail-vision/stock-price-history'>Rail Vision (RVSN)</a>,Transportation
UPS,Transportation - Air Freight,ups,UPS,United States,154777.09,13.85,1.53,9.11,3.4,2.04,0.12,58.92,<a href='https://www.macrotrends.net/stocks/charts/UPS/ups/stock-price-history'>UPS (UPS)</a>,Transportation
FDX,Transportation - Air Freight,fedex,FedEx,United States,46887.82,10.27,0.5,1.94,2.48,2.3,8.62,72.02,<a href='https://www.macrotrends.net/stocks/charts/FDX/fedex/stock-price-history'>FedEx (FDX)</a>,Transportation
GXO,Transportation - Air Freight,gxo-logistics,GXO Logistics,United States,5484.67,16.81,0.62,2.11,0,1.55,11.1,99.47,<a href='https://www.macrotrends.net/stocks/charts/GXO/gxo-logistics/stock-price-history'>GXO Logistics (GXO)</a>,Transportation
AAWW,Transportation - Air Freight,atlas-air-worldwide-holdings,Atlas Air Worldwide Holdings,United States,2874.14,6.3,0.64,0.98,0,3,1.4,0,<a href='https://www.macrotrends.net/stocks/charts/AAWW/atlas-air-worldwide-holdings/stock-price-history'>Atlas Air Worldwide Holdings (AAWW)</a>,Transportation
ATSG,Transportation - Air Freight,air-transport-services,Air Transport Services,United States,1907.67,11.56,0.96,1.33,0,1.5,1.7,95.77,<a href='https://www.macrotrends.net/stocks/charts/ATSG/air-transport-services/stock-price-history'>Air Transport Services (ATSG)</a>,Transportation
AIRT,Transportation - Air Freight,air-t,Air T,United States,69.04,44.15,0.33,2.91,0,0,62.95,26.38,<a href='https://www.macrotrends.net/stocks/charts/AIRT/air-t/stock-price-history'>Air T (AIRT)</a>,Transportation
DAL,Transportation - Airlines,delta-air-lines,Delta Air Lines,United States,23102.02,18.57,0.5,5.03,0,1.13,0.84,66.47,<a href='https://www.macrotrends.net/stocks/charts/DAL/delta-air-lines/stock-price-history'>Delta Air Lines (DAL)</a>,Transportation
LUV,Transportation - Airlines,southwest-airlines,Southwest Airlines,United States,20828.82,21.65,0.92,1.91,0,1.53,0.32,74.71,<a href='https://www.macrotrends.net/stocks/charts/LUV/southwest-airlines/stock-price-history'>Southwest Airlines (LUV)</a>,Transportation
RYAAY,Transportation - Airlines,ryanair-holdings,Ryanair Holdings,Ireland,19799.1,18.66,2.02,2.94,0,1.67,0,42.82,<a href='https://www.macrotrends.net/stocks/charts/RYAAY/ryanair-holdings/stock-price-history'>Ryanair Holdings (RYAAY)</a>,Transportation
UAL,Transportation - Airlines,united-airlines-holdings-inc,United Airlines Holdings Inc,United States,13801.7,0,0.34,2.82,0,2.06,0.37,59.73,<a href='https://www.macrotrends.net/stocks/charts/UAL/united-airlines-holdings-inc/stock-price-history'>United Airlines Holdings Inc (UAL)</a>,Transportation
ZNH,Transportation - Airlines,china-southern-airlines,China Southern Airlines,China,11653.75,0,0.82,1.21,0,2.25,7.3,0.2,<a href='https://www.macrotrends.net/stocks/charts/ZNH/china-southern-airlines/stock-price-history'>China Southern Airlines (ZNH)</a>,Transportation
AAL,Transportation - Airlines,american-airlines-group,American Airlines Group,United States,9215.59,0,0.2,0,0,3.07,0.78,54.84,<a href='https://www.macrotrends.net/stocks/charts/AAL/american-airlines-group/stock-price-history'>American Airlines Group (AAL)</a>,Transportation
CEA,Transportation - Airlines,china-eastern-airlines,China Eastern Airlines,China,6933.45,0,0.9,1.89,0,2,0,0.06,<a href='https://www.macrotrends.net/stocks/charts/CEA/china-eastern-airlines/stock-price-history'>China Eastern Airlines (CEA)</a>,Transportation
ALK,Transportation - Airlines,alaska-air,Alaska Air,United States,5743.22,12.47,0.63,1.49,0,1.25,0.4,77.04,<a href='https://www.macrotrends.net/stocks/charts/ALK/alaska-air/stock-price-history'>Alaska Air (ALK)</a>,Transportation
CPA,Transportation - Airlines,"copa-holdings,-sa","Copa Holdings, S.A",Panama,3568.52,14.4,1.35,2.56,0,1.25,0,75.96,"<a href='https://www.macrotrends.net/stocks/charts/CPA/copa-holdings,-sa/stock-price-history'>Copa Holdings, S.A (CPA)</a>",Transportation
AZUL,Transportation - Airlines,azul,AZUL,Brazil,2874.62,0,0.99,0,0,2.91,1,2.43,<a href='https://www.macrotrends.net/stocks/charts/AZUL/azul/stock-price-history'>AZUL (AZUL)</a>,Transportation
JBLU,Transportation - Airlines,jetblue-airways,JetBlue Airways,United States,2357.83,0,0.27,0.67,0,3,0.52,66.29,<a href='https://www.macrotrends.net/stocks/charts/JBLU/jetblue-airways/stock-price-history'>JetBlue Airways (JBLU)</a>,Transportation
ULCC,Transportation - Airlines,frontiers,Frontiers,United States,2271.28,0,0.75,4.85,0,1.2,85.8,0,<a href='https://www.macrotrends.net/stocks/charts/ULCC/frontiers/stock-price-history'>Frontiers (ULCC)</a>,Transportation
SAVE,Transportation - Airlines,spirit-airlines,Spirit Airlines,United States,2100.94,0,0.45,1.14,0,2.78,0.44,67.72,<a href='https://www.macrotrends.net/stocks/charts/SAVE/spirit-airlines/stock-price-history'>Spirit Airlines (SAVE)</a>,Transportation
JOBY,Transportation - Airlines,joby-aviation,Joby Aviation,United States,2054.24,0,0,1.77,0,2.33,51.3,29.14,<a href='https://www.macrotrends.net/stocks/charts/JOBY/joby-aviation/stock-price-history'>Joby Aviation (JOBY)</a>,Transportation
CAAP,Transportation - Airlines,corporacion-america-airports-sa,Corporacion America Airports S.A,Luxembourg,1493.49,11.3,1.24,1.75,0,0,0,12.25,<a href='https://www.macrotrends.net/stocks/charts/CAAP/corporacion-america-airports-sa/stock-price-history'>Corporacion America Airports S.A (CAAP)</a>,Transportation
ALGT,Transportation - Airlines,allegiant-travel,Allegiant Travel,United States,1387.07,66.13,0.63,1.17,0,2.1,15.1,85.77,<a href='https://www.macrotrends.net/stocks/charts/ALGT/allegiant-travel/stock-price-history'>Allegiant Travel (ALGT)</a>,Transportation
VLRS,Transportation - Airlines,"controladora-vuela-compania-de-aviacion,-sab-de-cv","Controladora Vuela Compania De Aviacion, S.A.B De C.V",Mexico,1038.63,85.18,0.38,4.95,0,1.06,0,46.97,"<a href='https://www.macrotrends.net/stocks/charts/VLRS/controladora-vuela-compania-de-aviacion,-sab-de-cv/stock-price-history'>Controladora Vuela Compania De Aviacion, S.A.B De C.V (VLRS)</a>",Transportation
SNCY,Transportation - Airlines,sun-country-airlines-holdings,Sun Country Airlines Holdings,United States,1005.7,44.33,1.2,1.98,0,1.57,3.3,0,<a href='https://www.macrotrends.net/stocks/charts/SNCY/sun-country-airlines-holdings/stock-price-history'>Sun Country Airlines Holdings (SNCY)</a>,Transportation
SKYW,Transportation - Airlines,skywest,SkyWest,United States,924.94,7.4,0.3,0.39,0,3.8,2,80.82,<a href='https://www.macrotrends.net/stocks/charts/SKYW/skywest/stock-price-history'>SkyWest (SKYW)</a>,Transportation
VTOL,Transportation - Airlines,bristow-group,Bristow Group,United States,755.32,37.97,0.63,0.98,0,0,16.7,95.3,<a href='https://www.macrotrends.net/stocks/charts/VTOL/bristow-group/stock-price-history'>Bristow Group (VTOL)</a>,Transportation
GOL,Transportation - Airlines,gol-linhas-aereas-inteligentes-sa,Gol Linhas Aereas Inteligentes S.A,Brazil,619.61,0,0.24,0,0,3.04,0,0.81,<a href='https://www.macrotrends.net/stocks/charts/GOL/gol-linhas-aereas-inteligentes-sa/stock-price-history'>Gol Linhas Aereas Inteligentes S.A (GOL)</a>,Transportation
HA,Transportation - Airlines,hawaiian-holdings,Hawaiian Holdings,United States,606.65,0,0.25,1.75,0,3.5,2.2,79.09,<a href='https://www.macrotrends.net/stocks/charts/HA/hawaiian-holdings/stock-price-history'>Hawaiian Holdings (HA)</a>,Transportation
MESA,Transportation - Airlines,mesa-air,Mesa Air,United States,79.3,0,0.15,0.26,0,3.5,3.18,36.82,<a href='https://www.macrotrends.net/stocks/charts/MESA/mesa-air/stock-price-history'>Mesa Air (MESA)</a>,Transportation
ANTE,Transportation - Airlines,airmedia-group-inc,AirMedia Group Inc,China,5.2,0,0,0.19,0,0,0,9.16,<a href='https://www.macrotrends.net/stocks/charts/ANTE/airmedia-group-inc/stock-price-history'>AirMedia Group Inc (ANTE)</a>,Transportation
EXPD,Transportation - Services,expeditors-of-washington,Expeditors Of Washington,United States,17215.37,11.36,0.9,5.2,1.24,3.86,0.55,93.26,<a href='https://www.macrotrends.net/stocks/charts/EXPD/expeditors-of-washington/stock-price-history'>Expeditors Of Washington (EXPD)</a>,Transportation
ZTO,Transportation - Services,zto-express-cayman,ZTO Express (Cayman),China,16678.38,22.83,3.18,2.27,0,1.1,41.3,40.56,<a href='https://www.macrotrends.net/stocks/charts/ZTO/zto-express-cayman/stock-price-history'>ZTO Express (Cayman) (ZTO)</a>,Transportation
UHAL,Transportation - Services,u-haul-holding,U-Haul Holding,United States,11829.38,11.22,2,1.83,0,0,42.8,8.56,<a href='https://www.macrotrends.net/stocks/charts/UHAL/u-haul-holding/stock-price-history'>U-Haul Holding (UHAL)</a>,Transportation
CHRW,Transportation - Services,ch-robinson-worldwide,C.H Robinson Worldwide,United States,10983.47,11.32,0.42,6.89,2.61,2.82,1.64,96.01,<a href='https://www.macrotrends.net/stocks/charts/CHRW/ch-robinson-worldwide/stock-price-history'>C.H Robinson Worldwide (CHRW)</a>,Transportation
TFII,Transportation - Services,tfi,TFI,Canada,8976.75,13.18,1,3.88,1.35,1.62,5.5,60.31,<a href='https://www.macrotrends.net/stocks/charts/TFII/tfi/stock-price-history'>TFI (TFII)</a>,Transportation
PAC,Transportation - Services,"grupo-aeroportuario-del-pacifico,-sa-de-cv","Grupo Aeroportuario Del Pacifico, S.A De C.V",Mexico,8270.43,18.18,6.8,9.23,4.02,3.33,0,12.98,"<a href='https://www.macrotrends.net/stocks/charts/PAC/grupo-aeroportuario-del-pacifico,-sa-de-cv/stock-price-history'>Grupo Aeroportuario Del Pacifico, S.A De C.V (PAC)</a>",Transportation
ASR,Transportation - Services,"grupo-aeroportuario-del-sureste,-sa-de-cv","Grupo Aeroportuario Del Sureste, S.A De C.V",Mexico,7702.2,16.49,6.28,3.21,2.68,2.83,0,15.66,"<a href='https://www.macrotrends.net/stocks/charts/ASR/grupo-aeroportuario-del-sureste,-sa-de-cv/stock-price-history'>Grupo Aeroportuario Del Sureste, S.A De C.V (ASR)</a>",Transportation
HTZ,Transportation - Services,hertz-global-holdings,Hertz Global Holdings,United States,5313.18,3.9,0.62,1.92,0,1.88,0.09,0,<a href='https://www.macrotrends.net/stocks/charts/HTZ/hertz-global-holdings/stock-price-history'>Hertz Global Holdings (HTZ)</a>,Transportation
SNDR,Transportation - Services,schneider-national,Schneider National,United States,4405.8,9,0.67,1.61,1.29,2.33,32.97,27.2,<a href='https://www.macrotrends.net/stocks/charts/SNDR/schneider-national/stock-price-history'>Schneider National (SNDR)</a>,Transportation
GBTG,Transportation - Services,global-business-travel,Global Business Travel,United States,3267.77,0,0,2.73,0,2,12.9,15.91,<a href='https://www.macrotrends.net/stocks/charts/GBTG/global-business-travel/stock-price-history'>Global Business Travel (GBTG)</a>,Transportation
OMAB,Transportation - Services,grupo-aeroportuario-del-centro-norte-sab-de-cv,Grupo Aeroportuario Del Centro Norte S.A.B De C.V,Mexico,2915.49,17.62,5.42,7.97,8.68,1.9,0,9.38,<a href='https://www.macrotrends.net/stocks/charts/OMAB/grupo-aeroportuario-del-centro-norte-sab-de-cv/stock-price-history'>Grupo Aeroportuario Del Centro Norte S.A.B De C.V (OMAB)</a>,Transportation
HUBG,Transportation - Services,hub,Hub,United States,2607.51,7.33,0.49,1.72,0,1.83,3.83,94.46,<a href='https://www.macrotrends.net/stocks/charts/HUBG/hub/stock-price-history'>Hub (HUBG)</a>,Transportation
MATX,Transportation - Services,matson,Matson,United States,2416.07,1.88,0.5,1.05,1.94,3,1.9,83.55,<a href='https://www.macrotrends.net/stocks/charts/MATX/matson/stock-price-history'>Matson (MATX)</a>,Transportation
RXO,Transportation - Services,rxo-inc,RXO INC,United States,1962.03,0,0,0,0,2.09,0,9.85,<a href='https://www.macrotrends.net/stocks/charts/RXO/rxo-inc/stock-price-history'>RXO INC (RXO)</a>,Transportation
ULH,Transportation - Services,universal-logistics-holdings,Universal Logistics Holdings,United States,911.04,5.77,0.45,2.21,1.21,3,72,24.07,<a href='https://www.macrotrends.net/stocks/charts/ULH/universal-logistics-holdings/stock-price-history'>Universal Logistics Holdings (ULH)</a>,Transportation
CYRX,Transportation - Services,cryoport,CryoPort,United States,901.6,0,3.86,1.67,0,1.14,9.7,88.66,<a href='https://www.macrotrends.net/stocks/charts/CYRX/cryoport/stock-price-history'>CryoPort (CYRX)</a>,Transportation
REVG,Transportation - Services,rev,REV,United States,795.5,18.99,0.34,1.73,1.5,3.33,1.69,98.92,<a href='https://www.macrotrends.net/stocks/charts/REVG/rev/stock-price-history'>REV (REVG)</a>,Transportation
LITT,Transportation - Services,logistics-innovation-technologies,Logistics Innovation Technologies,United States,426.12,0,0,0,0,0,0,68.66,<a href='https://www.macrotrends.net/stocks/charts/LITT/logistics-innovation-technologies/stock-price-history'>Logistics Innovation Technologies (LITT)</a>,Transportation
DESP,Transportation - Services,despegar,Despegar,Argentina,400.4,0,0.77,0,0,1.67,0,55.84,<a href='https://www.macrotrends.net/stocks/charts/DESP/despegar/stock-price-history'>Despegar (DESP)</a>,Transportation
DSKE,Transportation - Services,daseke,Daseke,United States,373.71,8.75,0.21,2.27,0,1,31.2,41.24,<a href='https://www.macrotrends.net/stocks/charts/DSKE/daseke/stock-price-history'>Daseke (DSKE)</a>,Transportation
GPP,Transportation - Services,green-plains-partners-lp,Green Plains Partners LP,United States,298.49,7.42,3.83,159.79,14.17,0,0,16.5,<a href='https://www.macrotrends.net/stocks/charts/GPP/green-plains-partners-lp/stock-price-history'>Green Plains Partners LP (GPP)</a>,Transportation
YELL,Transportation - Services,yellow,Yellow,United States,126.06,2.71,0.02,0,0,3,3.1,42.96,<a href='https://www.macrotrends.net/stocks/charts/YELL/yellow/stock-price-history'>Yellow (YELL)</a>,Transportation
DLNG,Transportation - Services,dynagas-lng-partners-lp,Dynagas LNG Partners LP,Greece,110.51,4.76,0.84,0.38,0,1,0,7.4,<a href='https://www.macrotrends.net/stocks/charts/DLNG/dynagas-lng-partners-lp/stock-price-history'>Dynagas LNG Partners LP (DLNG)</a>,Transportation
USX,Transportation - Services,us-xpress-enterprises,U.S Xpress Enterprises,United States,101.92,0,0.05,0.4,0,3.6,31.94,30.14,<a href='https://www.macrotrends.net/stocks/charts/USX/us-xpress-enterprises/stock-price-history'>U.S Xpress Enterprises (USX)</a>,Transportation
PWFL,Transportation - Services,powerfleet,PowerFleet,United States,95.85,0,0.7,1.13,0,1,4.3,67.39,<a href='https://www.macrotrends.net/stocks/charts/PWFL/powerfleet/stock-price-history'>PowerFleet (PWFL)</a>,Transportation
BEST,Transportation - Services,best,BEST,China,48.67,0,0.04,0.35,0,0,0,7.76,<a href='https://www.macrotrends.net/stocks/charts/BEST/best/stock-price-history'>BEST (BEST)</a>,Transportation
YGMZ,Transportation - Services,mingzhu-logistics-holdings,MingZhu Logistics Holdings,China,23.88,0,0,0.37,0,0,33.3,0.22,<a href='https://www.macrotrends.net/stocks/charts/YGMZ/mingzhu-logistics-holdings/stock-price-history'>MingZhu Logistics Holdings (YGMZ)</a>,Transportation
HYRE,Transportation - Services,hyrecar,HyreCar,United States,10.64,0,0.27,5,0,1,9.09,62.86,<a href='https://www.macrotrends.net/stocks/charts/HYRE/hyrecar/stock-price-history'>HyreCar (HYRE)</a>,Transportation
FRGT,Transportation - Services,freight-technologies,Freight Technologies,United States,2.38,0,0,0.32,0,0,0,5.24,<a href='https://www.macrotrends.net/stocks/charts/FRGT/freight-technologies/stock-price-history'>Freight Technologies (FRGT)</a>,Transportation
UHALB,Transportation - Services,u-haul-holding,U-Haul Holding,,0,0,0,0,0,0,0,0,<a href='https://www.macrotrends.net/stocks/charts/UHALB/u-haul-holding/stock-price-history'>U-Haul Holding (UHALB)</a>,Transportation
ODFL,Transportation - Truck,old-dominion-freight-line,Old Dominion Freight Line,United States,33221.82,25.77,5.38,9.45,0.4,2.69,10.3,73.08,<a href='https://www.macrotrends.net/stocks/charts/ODFL/old-dominion-freight-line/stock-price-history'>Old Dominion Freight Line (ODFL)</a>,Transportation
JBHT,Transportation - Truck,jb-hunt-transport-services,J.B Hunt Transport Services,United States,18226.73,18.41,1.24,5.2,0.91,1.94,3.1,74.93,<a href='https://www.macrotrends.net/stocks/charts/JBHT/jb-hunt-transport-services/stock-price-history'>J.B Hunt Transport Services (JBHT)</a>,Transportation
KNX,Transportation - Truck,knight-swift-transportation-holdings,Knight-Swift Transportation Holdings,United States,8908.99,9.83,1.19,1.31,0.87,1.57,3.1,89.95,<a href='https://www.macrotrends.net/stocks/charts/KNX/knight-swift-transportation-holdings/stock-price-history'>Knight-Swift Transportation Holdings (KNX)</a>,Transportation
LSTR,Transportation - Truck,landstar-system,Landstar System,United States,6010.66,13.78,0.78,6.88,0.72,3.15,0.9,98.9,<a href='https://www.macrotrends.net/stocks/charts/LSTR/landstar-system/stock-price-history'>Landstar System (LSTR)</a>,Transportation
SAIA,Transportation - Truck,saia,Saia,United States,5894.51,16.49,2.14,3.91,0,2.5,0.5,0,<a href='https://www.macrotrends.net/stocks/charts/SAIA/saia/stock-price-history'>Saia (SAIA)</a>,Transportation
XPO,Transportation - Truck,xpo,XPO,United States,4144.7,6.15,0.32,2.32,0,1.5,11.2,89.57,<a href='https://www.macrotrends.net/stocks/charts/XPO/xpo/stock-price-history'>XPO (XPO)</a>,Transportation
FWRD,Transportation - Truck,forward-air,Forward Air,United States,2794.31,15.14,1.43,4.13,0.91,2.14,1.3,99.28,<a href='https://www.macrotrends.net/stocks/charts/FWRD/forward-air/stock-price-history'>Forward Air (FWRD)</a>,Transportation
WERN,Transportation - Truck,werner-enterprises,Werner Enterprises,United States,2729.7,11.19,0.85,1.98,1.2,2.2,0.91,83.95,<a href='https://www.macrotrends.net/stocks/charts/WERN/werner-enterprises/stock-price-history'>Werner Enterprises (WERN)</a>,Transportation
ARCB,Transportation - Truck,arcbest,ArcBest,United States,1854.78,5.44,0.35,1.65,0.63,1.71,1.68,88.59,<a href='https://www.macrotrends.net/stocks/charts/ARCB/arcbest/stock-price-history'>ArcBest (ARCB)</a>,Transportation
MRTN,Transportation - Truck,marten-transport,Marten Transport,United States,1609.77,14.81,1.33,2.36,1.21,2.5,22.5,68.27,<a href='https://www.macrotrends.net/stocks/charts/MRTN/marten-transport/stock-price-history'>Marten Transport (MRTN)</a>,Transportation
HTLD,Transportation - Truck,heartland-express,Heartland Express,United States,1251.18,9.06,1.64,1.49,0.5,2.75,39.5,54.76,<a href='https://www.macrotrends.net/stocks/charts/HTLD/heartland-express/stock-price-history'>Heartland Express (HTLD)</a>,Transportation
PTSI,Transportation - Truck,pam-transportation-services,P.A.M Transportation Services,United States,568.21,5.04,0.62,2.01,0,3,68.55,22.2,<a href='https://www.macrotrends.net/stocks/charts/PTSI/pam-transportation-services/stock-price-history'>P.A.M Transportation Services (PTSI)</a>,Transportation
CVLG,Transportation - Truck,covenant-logistics,Covenant Logistics,United States,456.11,6.07,0.38,1.24,0.95,3,29.1,85.68,<a href='https://www.macrotrends.net/stocks/charts/CVLG/covenant-logistics/stock-price-history'>Covenant Logistics (CVLG)</a>,Transportation
PATI,Transportation - Truck,patriot-transportation-holding,Patriot Transportation Holding,United States,25.44,29.06,0.29,0.81,0,0,38.47,34.47,<a href='https://www.macrotrends.net/stocks/charts/PATI/patriot-transportation-holding/stock-price-history'>Patriot Transportation Holding (PATI)</a>,Transportation
WAB,Transportation - Equipment & Leasing,westinghouse-air-brake-technologies,Westinghouse Air Brake Technologies,United States,18466.86,21.33,2.27,1.86,0.59,1.89,1.22,89.47,<a href='https://www.macrotrends.net/stocks/charts/WAB/westinghouse-air-brake-technologies/stock-price-history'>Westinghouse Air Brake Technologies (WAB)</a>,Transportation
AL,Transportation - Equipment & Leasing,air-lease,Air Lease,United States,4563.21,9.25,1.97,0.7,1.94,1,6.57,88.77,<a href='https://www.macrotrends.net/stocks/charts/AL/air-lease/stock-price-history'>Air Lease (AL)</a>,Transportation
R,Transportation - Equipment & Leasing,ryder-system,Ryder System,United States,4190.94,5.22,0.36,1.39,2.97,3,3.5,83.69,<a href='https://www.macrotrends.net/stocks/charts/R/ryder-system/stock-price-history'>Ryder System (R)</a>,Transportation
HRI,Transportation - Equipment & Leasing,herc-holdings,Herc Holdings,United States,4181,13.87,1.65,3.86,1.61,1,1.4,96.85,<a href='https://www.macrotrends.net/stocks/charts/HRI/herc-holdings/stock-price-history'>Herc Holdings (HRI)</a>,Transportation
TRTN,Transportation - Equipment & Leasing,triton,Triton,Bermuda,4114.37,6.23,2.45,1.62,4,2.5,1.7,64.64,<a href='https://www.macrotrends.net/stocks/charts/TRTN/triton/stock-price-history'>Triton (TRTN)</a>,Transportation
GATX,Transportation - Equipment & Leasing,gatx,GATX,United States,3907.55,18.17,3.07,2.01,1.87,1.67,3,99.1,<a href='https://www.macrotrends.net/stocks/charts/GATX/gatx/stock-price-history'>GATX (GATX)</a>,Transportation
TRN,Transportation - Equipment & Leasing,trinity-industries,Trinity Industries,United States,2186.49,45.53,1.18,1.73,3.43,2.2,0.78,86.23,<a href='https://www.macrotrends.net/stocks/charts/TRN/trinity-industries/stock-price-history'>Trinity Industries (TRN)</a>,Transportation
TGH,Transportation - Equipment & Leasing,textainers,Textainers,Bermuda,1559.98,5.06,1.94,0.92,3.18,1,4.1,38.69,<a href='https://www.macrotrends.net/stocks/charts/TGH/textainers/stock-price-history'>Textainers (TGH)</a>,Transportation
GBX,Transportation - Equipment & Leasing,greenbrier,Greenbrier,United States,939.55,25.59,0.29,0.66,3.77,2.2,2.32,95.95,<a href='https://www.macrotrends.net/stocks/charts/GBX/greenbrier/stock-price-history'>Greenbrier (GBX)</a>,Transportation
WLFC,Transportation - Equipment & Leasing,willis-lease-finance,Willis Lease Finance,United States,381.19,0,1.27,0.98,0,0,54.26,84.62,<a href='https://www.macrotrends.net/stocks/charts/WLFC/willis-lease-finance/stock-price-history'>Willis Lease Finance (WLFC)</a>,Transportation
RAIL,Transportation - Equipment & Leasing,freightcar-america,Freightcar America,United States,55.24,0,0.18,0,0,3,15.52,87.26,<a href='https://www.macrotrends.net/stocks/charts/RAIL/freightcar-america/stock-price-history'>Freightcar America (RAIL)</a>,Transportation
KEX,Transportation - Shipping,kirby,Kirby,United States,3828.21,37.59,1.45,1.29,0,1,1.8,94.94,<a href='https://www.macrotrends.net/stocks/charts/KEX/kirby/stock-price-history'>Kirby (KEX)</a>,Transportation
EURN,Transportation - Shipping,euronav,Euronav,Belgium,3156.29,0,5.18,1.62,0,1.5,0,68.04,<a href='https://www.macrotrends.net/stocks/charts/EURN/euronav/stock-price-history'>Euronav (EURN)</a>,Transportation
STNG,Transportation - Shipping,scorpio-tankers,Scorpio Tankers,,2886.96,7.78,2.37,1.36,0.81,1.29,7.34,54.53,<a href='https://www.macrotrends.net/stocks/charts/STNG/scorpio-tankers/stock-price-history'>Scorpio Tankers (STNG)</a>,Transportation
FRO,Transportation - Shipping,frontline,Frontline,Bermuda,2477.79,20.24,2.23,1.22,5.39,2,48.08,35.91,<a href='https://www.macrotrends.net/stocks/charts/FRO/frontline/stock-price-history'>Frontline (FRO)</a>,Transportation
GLNG,Transportation - Shipping,golar-lng,Golar LNG,Bermuda,2348.43,15.5,7.1,0.83,0,1,0.02,72.45,<a href='https://www.macrotrends.net/stocks/charts/GLNG/golar-lng/stock-price-history'>Golar LNG (GLNG)</a>,Transportation
TRMD,Transportation - Shipping,torm,TORM,United Kingdom,2137.75,6.62,1.8,1.52,16.25,0,0.37,77.29,<a href='https://www.macrotrends.net/stocks/charts/TRMD/torm/stock-price-history'>TORM (TRMD)</a>,Transportation
ZIM,Transportation - Shipping,zim-integrated-shipping-services,ZIM Integrated Shipping Services,Israel,2054.7,0.35,0.15,0.35,68.89,3.17,1.3,36.74,<a href='https://www.macrotrends.net/stocks/charts/ZIM/zim-integrated-shipping-services/stock-price-history'>ZIM Integrated Shipping Services (ZIM)</a>,Transportation
SBLK,Transportation - Shipping,star-bulk-carriers,Star Bulk Carriers,Greece,2004.98,2.45,1.22,0.95,24.49,1,0,46.29,<a href='https://www.macrotrends.net/stocks/charts/SBLK/star-bulk-carriers/stock-price-history'>Star Bulk Carriers (SBLK)</a>,Transportation
INSW,Transportation - Shipping,international-seaways,International Seaways,United States,1693.2,12.06,2.73,1.29,1.39,1,2.9,84.39,<a href='https://www.macrotrends.net/stocks/charts/INSW/international-seaways/stock-price-history'>International Seaways (INSW)</a>,Transportation
FLNG,Transportation - Shipping,flex-lng,Flex LNG,Bermuda,1600.03,9.92,4.39,1.76,9.98,3,0.32,20.6,<a href='https://www.macrotrends.net/stocks/charts/FLNG/flex-lng/stock-price-history'>Flex LNG (FLNG)</a>,Transportation
DHT,Transportation - Shipping,dht-holdings,DHT Holdings,Bermuda,1450.08,0,3.92,1.43,1.88,1,0,54.61,<a href='https://www.macrotrends.net/stocks/charts/DHT/dht-holdings/stock-price-history'>DHT Holdings (DHT)</a>,Transportation
SFL,Transportation - Shipping,sfl,SFL,Bermuda,1285.76,7.42,2.06,1.2,9.91,3,0,31.18,<a href='https://www.macrotrends.net/stocks/charts/SFL/sfl/stock-price-history'>SFL (SFL)</a>,Transportation
GOGL,Transportation - Shipping,golden-ocean-group,Golden Ocean Group,Bermuda,1201.09,2.94,0,0.62,16.71,3,0,37.16,<a href='https://www.macrotrends.net/stocks/charts/GOGL/golden-ocean-group/stock-price-history'>Golden Ocean Group (GOGL)</a>,Transportation
CMRE,Transportation - Shipping,costamare,Costamare,,1146.44,2.63,1.01,0.58,4.88,1,0,48.8,<a href='https://www.macrotrends.net/stocks/charts/CMRE/costamare/stock-price-history'>Costamare (CMRE)</a>,Transportation
DAC,Transportation - Shipping,danaos,Danaos,Greece,1131.13,1.62,1.18,0.47,5.49,1,41,19.41,<a href='https://www.macrotrends.net/stocks/charts/DAC/danaos/stock-price-history'>Danaos (DAC)</a>,Transportation
TNK,Transportation - Shipping,teekay-tankers,Teekay Tankers,Bermuda,918.69,20.79,0,1,0,1.67,1.9,28.74,<a href='https://www.macrotrends.net/stocks/charts/TNK/teekay-tankers/stock-price-history'>Teekay Tankers (TNK)</a>,Transportation
NVGS,Transportation - Shipping,navigator-holdings,Navigator Holdings,United Kingdom,886.03,19.79,1.85,0.76,0,1,0,23.68,<a href='https://www.macrotrends.net/stocks/charts/NVGS/navigator-holdings/stock-price-history'>Navigator Holdings (NVGS)</a>,Transportation
